External	type
USB	port
3.0/2.0	port
Portable	type
Hard	O
Drive	O
-	O
Silver	color

Seagate	company
-	O
Personal	model
Cloud	model
3TB	size
External	type
Hard	O
Drive	O
(NAS)	misc
-	O
Black	port

G-Technology	company
-	O
G-DRIVE	model
4TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
Silver	color

WD	company
-	O
Elements	model
1TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O

G-DRIVE	company
-	O
Gen	model
6	model
4TB	size
External	type
USB	port
3.0/eSATA/FireWire	port
Hard	O
Drive	O
-	O
Silver	color

WD	company
-	O
Red	color
6TB	size
Internal	type
Serial	misc
ATA	misc
Hard	O
Drive	O
(OEM/Bare	O
Drive)	O

WD	company
-	O
Purple	color
4TB	size
Internal	type
Serial	misc
ATA	misc
Hard	O
Drive	O
(OEM/Bare	O
Drive)	O

WD	company
-	O
NAS	misc
4TB	size
Internal	type
SATA	misc
Hard	misc
Drive	O
for	O
Desktops	O

WD	company
-	O
Purple	color
NV	model
Surveillance	model
4TB	size
Internal	type
SATA	misc
Hard	misc
Drive	O
for	O
Desktops	O

Toshiba	company
-	O
Canvio	model
Connect	model
2TB	size
External	type
USB	port
3.0	port
Hard	O
Drive	O
-	O
Red	color

Apple	company
-	O
AirPort®	model
Time	model
Capsule®	model
3TB	size
Wireless	port
Hard	O
Drive	O
&	O
802.11ac	port
Wi-Fi	port
Base	misc
Station	misc

WD	company
-	O
My	model
Book	model
Duo	model
6TB	size
External	type
USB	port
3.0/2.0	port
Hard	O
Drive	O
-	O
Metallic	color
Silver/Charcoal	color
Gray	color

Seagate	company
-	O
Backup	model
Plus	model
Slim	model
2TB	size
External	type
USB	port
3.0/2.0	port
Portable	type
Hard	O
Drive	O
-	O
Silver	color

Seagate	company
-	O
Backup	model
Plus	model
5TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
blue	color

Buffalo	company
Technology	company
-	O
DriveStation	model
Axis	model
Velocity	model
2TB	size
External	type
USB	port
3.0/2.0	port
Hard	O
Drive	O
-	O
Black	color

Seagate	company
-	O
SkyHawk	model
Surveillance	model
HDD	O
4TB	size
SATA	misc
Hard	O
Drive	O
-	O
Black/Silver	color

Toshiba	company
-	O
Canvio	model
Basics	model
1TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
White	color

Buffalo	company
Technology	company
-	O
DriveStation	model
Axis	model
Velocity	model
3TB	size
External	type
USB	port
3.0/2.0	port
Hard	O
Drive	O
-	O
Black	color

Toshiba	company
-	O
Canvio	model
Connect	model
II	model
2.5TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
Black	color

Seagate	company
-	O
Barracuda	model
2TB	size
Internal	type
SATA	misc
Hard	O
Drive	O
for	O
Desktops	O
-	O
Black/silver	color

Seagate	company
-	O
Barracuda	model
1TB	size
Internal	type
SATA	misc
Hard	O
Drive	O
for	O
Desktops	O
-	O
Silver	color

WD	company
-	O
Red	color
Pro	model
4TB	size
Internal	type
SATA	misc
NAS	misc
Hard	O
Drive	O

WD	company
-	O
Black	color
1TB	size
Internal	type
SATA	misc
Hard	O
Drive	O
for	O
Desktops	O
(OEM/Bare	O
Drive)	O
-	O
Black/Silver	color

Seagate	company
-	O
FireCuda	model
2TB	size
Internal	type
SATA	misc
Hybrid	misc
Hard	O
Drive	O
for	O
Desktops	O
-	O
Black/Silver	color

WD	company
-	O
Mainstream	model
3TB	size
Internal	type
Serial	misc
ATA	misc
Hard	O
Drive	O
for	O
Desktops	O
-	O
Multi	color

HGST	company
-	O
Travelstar	model
7K1000	model
1TB	size
Internal	type
SATA	misc
Hard	O
Drive	O
for	O
Laptops	O
(OEM/Bare	O
Drive)	O
-	O
Black/Silver	color

WD	company
-	O
My	model
Cloud	model
Mirror	model
8TB	size
External	type
Hard	O
Drive	O
(NAS)	misc
(2nd	O
Generation)	O
-	O
White	color

Buffalo	company
Technology	company
-	O
MiniStation	model
1TB	size
External	type
Thunderbolt/USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
Silver	color

G-Technology	company
-	O
mobile	O
1TB	size
External	type
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
-	O
Silver	color

LaCie	company
-	O
d2	model
Quadra	model
4TB	size
External	type
USB	port
3.0/FireWire/eSATA	port
Hard	O
Drive	O
-	O
Silver	color

Samsung	company
-	O
Portable	type
SSD	O
T3	model
1TB	size
External	type
USB	port
3.1	port
Gen1	model
Portable	type
Hard	O
Drive	O
-	O
Black/Silver	color

Apple	company
-	O
Geek	misc
Squad	misc
Certified	misc
Refurbished	misc
AirPort®	model
Time	model
Capsule®	model
3TB	size
Wireless	port
Hard	O
Drive	O
&	O
802.11ac	port
Wi-Fi	port
Base	misc
Station	misc
-	O
White	color

WD2500AAJS	model
Western	company
Digital	company
Caviar	color
Blue	color
Hard	O
Drive	O
WD2500AAJS	model

(Old	O
Model)	O
WD	company
My	model
Passport	model
Ultra	model
1	size
TB	size
Portable	type
External	type
USB	port
3.0	port
Hard	O
Drive	O
with	O
Auto	O
Backup,	O
Black	color

Seagate	company
ST3160023AS	model
Seagate	company
Barracuda	model
7200.7	speed
Hard	O
Drive	O
ST3160023AS	model

WL	company
4TB	size
7200RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Hard	O
Drive	O
(For	O
RAID,	O
NAS,	misc
DVR,	O
Desktop	O
PC)	O
w/1	O
Year	O
Warranty	O

WD	company
1TB	size
White	color
My	model
Passport	model
Ultra	model
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBGPU0010BWT-NESN	model
[Old	O
Model]	O

Seagate	company
Backup	model
Plus	model
Ultra	model
Slim	model
2TB	size
Portable	type
External	type
Hard	O
Drive,	O
USB	port
3.0	port
Gold	color
(STEH2000101)	model

WD	company
My	model
Passport	model
USB	port
3.0	port
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
(WDBBKD0040BBK-NESN)	model

WD	company
1TB	size
Berry	color
My	model
Passport	model
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBGPU0010BBY-NESN	model
[Old	O
Model]	O

Samsung	company
32GB	size
BAR	O
(METAL)	O
USB	port
3.0	port
Flash	O
Drive	O
(MUF-32BA/AM)	model

SanDisk	company
Cruzer	model
CZ36	model
64GB	size
USB	port
2.0	port
Flash	O
Drive,	O
Frustration-Free	O
Packaging-	O
SDCZ36-064G-AFFP	model

Seagate	company
Backup	model
Plus	model
Slim	model
1TB	size
Portable	type
External	type
Hard	O
Drive	O
for	O
Mac	O
USB	port
3.0	port
(STDS1000900)	model

Seagate	company
3TB	size
64MB	misc
Cache	misc
7200RPM	speed
SATA	misc
III	misc
6.0Gb/s	rate
(Heavy-Duty)	O
3.5-inch	dimension
Internal	type
Hard	O
Drive	O
-NAS,	misc
RAID,	O
PC,	O
CCTV	O
DVR	O

WD	company
1.5TB	size
Black	color
My	model
Passport	model
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBBKD0015BBK-NESN	model
[Old	O
Model]	O

WD	company
500GB	size
Black	color
My	model
Passport	model
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBWWM5000ABK-NESN	model
[Old	O
Model]	O

KingDian	company
2.5"	dimension
7mm	dimension
SATA	misc
III	misc
6Gb/s	rate
Internal	type
Solid	misc
State	misc
Drive	misc
SSD	misc
for	O
Desktop	O
PCs	O
Laptop	O
(	O
60GB	size
)	O

Seagate	company
8TB	size
IronWolf	model
NAS	misc
SATA	misc
6Gb/s	rate
NCQ	O
256MB	misc
Cache	misc
3.5-Inch	dimension
Internal	type
Hard	O
Drive	O
(ST8000VN0022)	model

LaCie	company
Porsche	model
Design	model
Slim	model
P'9223	model
500	size
GB	size
Hard	O
Drive	O
9000304	model

Samsung	company
T3	model
Portable	type
SSD	misc
-	O
500GB	size
-	O
USB	port
3.1	port
External	type
SSD	misc
(MU-PT500B/AM)	model

WD	company
Bulk	model
WD10EURX	model
1TB	size
AV	O
GP	O
SATA	misc
6Gbs	rate
3.5"	dimension

WD	company
Black	color
3TB	size
Performance	O
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
SATA	misc
6	rate
Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD3003FZEX	model

2.5"	dimension
320GB/320G	size
Portable	type
External	type
Hard	O
Drive	O
USB	port
3.0/2.0	port
Black	color

Crucial	company
MX300	model
525GB	size
SATA	misc
2.5	dimension
Inch	dimension
Internal	type
Solid	misc
State	misc
Drive	misc
-	O
CT525MX300SSD1	model

Mediasonic	company
ProRaid	model
USB	port
3.0	port
2	O
Bay	O
3.5	dimension
inch	dimension
SATA	misc
Hard	O
Drive	O
Enclosure	O
-	O
USB	port
3.0	port
Support	O
UASP	O
and	O
SATA	misc
3	misc
6.0Gbps	rate
Speed	O
(Version	O
2)	O
(HUR5-SU3)	model

G-Technology	company
G-DRIVE	model
ev	O
RaW	O
USB	port
3.0	port
Portable	type
Hard	O
Drive	O
2TB	size
0G05190	model

G-Technology	company
0G04860	model
G-DRIVE	model
mobile	O
USB	port
Portable	type
USB	port
3.0	port
Hard	O
Drive	O
2TB	size
(5200RPM)	speed

WD	company
Blue	color
1TB	size
SATA	misc
6	rate
Gb/s	rate
7200	speed
RPM	speed
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
Desktop	O
Hard	O
Drive	O
(WD10EZEX)	model

Seagate	company
Expansion	model
1TB	size
Portable	type
External	type
Hard	O
Drive	O
USB	port
3.0	port
(STEA1000400)	model

WD	company
2TB	size
Elements	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBU6Y0020BBK-WESN	model

Seagate	company
2TB	size
BarraCuda	model
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5-Inch	dimension
Internal	type
Hard	O
Drive	O
(ST2000DM006)	model

Seagate	company
Backup	model
Plus	model
Slim	O
1TB	size
Portable	type
External	type
Hard	O
Drive	O
USB	port
3.0,	port
Red	color
(STDR1000103)	model

Seagate	company
Expansion	model
5TB	size
Desktop	O
External	type
Hard	O
Drive	O
USB	port
3.0	port
(STEB5000100)	model

WD	company
4TB	size
Black	color
USB	port
3.0	port
My	model
Passport	model
Portable	type
External	type
Hard	O
Drive	O
(WDBYFT0040BBK-WESN)	model

Western	company
Digital	company
(WD)	company
Caviar	color
Blue	color
320	size
GB	size
(320gb)	size
SATA	misc
II	misc
7200	speed
RPM	speed
8	misc
MB	misc
Cache	misc
Bulk/OEM	O
Desktop	O
Hard	O
Drive	O
for	O
PC,	O
Mac,	O
CCTV	O
DVR,	O
NAS,	misc
RAID…	O

Hitachi	company
2TB	size
7200RPM	speed
64MB	misc
Cache	misc
SATA	misc
III	misc
6.0Gb/s	rate
(Heavy	O
Duty,	O
24/7)	O
3.5"	dimension
Internal	type
Desktop	O
Hard	O
Drive	O
(For	O
PC,	O
Mac,	O
CCTV	O
DVR,	O
RAID,	O
NAS)…	misc

Toshiba	company
Canvio	model
Connect	model
II	model
1TB	size
Portable	type
Hard	O
Drive,	O
Red	color
(HDTC810XR3A1)	model

Seagate	company
Pipeline	model
HD	model
500	size
GB,	size
Internal,	type
5900	speed
RPM,	speed
3.5"	dimension
(ST3500414CS)	model
Hard	O
Drive	O

Seagate	company
Backup	model
Plus	model
Slim	model
1TB	size
Portable	type
External	type
Hard	O
Drive	O
for	O
Mac	O
with	O
Mobile	O
Device	O
Backup	O
USB	port
3.0	port
(Certified	O
Refurbished)	misc

Toshiba	company
Canvio	model
Basics	model
1TB	size
Portable	type
Hard	O
Drive	O
-	O
Black	color
(HDTB310XK3AA)	model

Seagate	company
Backup	model
Plus	model
Slim	model
1TB	size
Portable	type
External	type
Hard	O
Drive	O
for	O
Mac	O
USB	port
3.0	port
(STDS1000100)	model

Transcend	company
1	size
TB	size
StoreJet	model
M3	model
Military	O
Drop	O
Tested	O
USB	port
3.0	port
External	type
Hard	O
Drive	O
(TS1TSJ25M3)	model

WD	company
1TB	size
Black	color
My	model
Passport	model
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBGPU0010BBK-NESN	model
[Old	O
Model]	O

Seagate	company
1TB	size
FireCuda	model
Gaming	model
SSHD	misc
(Solid	misc
State	misc
Hybrid	misc
Drive)	misc
-	O
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5-Inch	dimension
Hard	O
Drive	O
(ST1000DX002)	model

HGST	company
Travelstar	model
7K1000	model
2.5-Inch	dimension
1TB	size
7200	speed
RPM	speed
SATA	misc
III	misc
32MB	misc
Cache	misc
Internal	type
Hard	O
Drive	O
0J22423	model

Seagate	company
Laptop	model
Thin	model
500	size
GB	size
7200RPM	speed
SATA	misc
6	rate
GB/s	rate
32	misc
MB	misc
Cache	misc
2.5	dimension
Inch	dimension
Hard	O
Disk	O
Drive	O
(ST500LM021)	model

WD	company
1TB	size
Black	color
My	model
Passport	model
for	O
Mac	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBFKF0010BBK-WESN	model

WD	company
Black	color
1TB	size
Performance	O
Mobile	O
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
SATA	misc
6	rate
Gb/s	rate
32MB	misc
Cache	misc
9.5	dimension
MM	dimension
2.5	dimension
Inch	dimension
-	O
WD10JPLX	model

Seagate	company
2TB	size
BarraCuda	model
SATA	misc
6Gb/s	rate
128MB	misc
Cache	misc
2.5-Inch	dimension
7mm	dimension
Internal	type
Hard	O
Drive	O
(ST2000LM015)	model

Silicon	company
Power	company
1TB	size
Rugged	model
Armor	model
A60	model
Shockproof	model
/	O
Water-Resistant	O
2.5-Inch	dimension
USB	port
3.0	port
Portable	type
External	type
Hard	O
Drive	O
(SP010TBPHDA60S3K)	model

Hitachi	company
Ultrastar	model
A7K3000	model
2TB	size
64MB	misc
Cache	misc
7200RPM	speed
SATA	misc
III	misc
(6.0Gb/s)	rate
Enterprise	O
3.5-Inch	dimension
Hard	O
Drive	O
(HUA723020ALA641	model
(0F12470))	model
(Certified…	O

WD	company
Black	color
1TB	size
Performance	O
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
SATA	misc
6	rate
Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD1003FZEX	model

WD	company
2TB	size
Black	color
My	model
Passport	model
Ultra	O
Portable	type
External	type
Hard	O
Drive	O
-	O
USB	port
3.0	port
-	O
WDBBKD0020BBK-NESN	model
[Old	O
Model]	O

WD	company
Blue	color
1TB	size
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD10EZEX	model

Seagate	company
BarraCuda	model
ST2000DM006	model
2TB	size
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Hard	O
Drive	O
Bare	O
Drive	O

WD	company
Blue	color
1TB	size
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
SATA	misc
6	rate
Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD10EZRZ	model

Seagate	company
BarraCuda	model
ST3000DM008	model
3TB	size
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Hard	O
Drive	O
Bare	O
Drive	O

WD	company
Blue	color
WD5000AZLX	model
500GB	size
7200	speed
RPM	speed
32MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
Bare	O
Drive	O

Seagate	company
IronWolf	model
10TB	size
NAS	O
Hard	O
Drive	O
7200	speed
RPM	speed
256MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST10000VN0004	model

Seagate	company
FireCuda	model
Gaming	O
SSHD	O
2TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST2000DX002	model

Seagate	company
BarraCuda	model
ST4000DM005	model
4TB	size
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Hard	O
Drive	O
Bare	O
Drive	O

TOSHIBA	company
P300	model
HDWD130XZSTA	model
3TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Desktop	O
Internal	type
Hard	O
Drive	O
Retail	O
Packaging	O

WD	company
Red	color
4TB	size
NAS	O
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD40EFRX	model

TOSHIBA	company
X300	model
HDWE160XZSTA	model
6TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Desktop	O
Internal	type
Hard	O
Drive	O
Retail	O
Packaging	O

WD	company
Blue	color
3TB	size
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD30EZRZ	model

TOSHIBA	company
X300	model
HDWE150XZSTA	model
5TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Desktop	O
Internal	type
Hard	O
Drive	O
Retail	O
Packaging	O

Seagate	company
BarraCuda	model
STBD2000101	model
2TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
Retail	O
Packaging	O

Seagate	company
Desktop	O
HDD	model
ST8000DM002	model
8TB	size
256MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O

WD	company
Blue	color
6TB	size
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD60EZRZ	model

Seagate	company
FireCuda	model
Gaming	O
SSHD	O
2TB	size
SATA	misc
6.0Gb/s	rate
2.5"	dimension
Notebooks	O
/	O
Laptops	O
Internal	type
Hard	O
Drive	O
ST2000LX001	model

WD	company
Red	color
8TB	size
NAS	misc
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
128MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD80EFZX	model

HGST	company
Deskstar	model
NAS	misc
3.5"	dimension
6TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
High-Performance	O
Hard	O
Drive	O
for	O
Desktop	O
NAS	misc
Systems	O
Retail	O
Packaging	O
0S03839	O
H3IKNAS600012872SN	O

HGST	company
Deskstar	model
NAS	misc
0S04005	O
4TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Hard	O
Drives	O

Seagate	company
IronWolf	model
8TB	size
NAS	misc
Hard	O
Drive	O
7200	speed
RPM	speed
256MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST8000VN0022	model

HGST	company
Deskstar	model
NAS	O
3.5"	dimension
8TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
High-Performance	O
Hard	O
Drive	O
for	O
Desktop	O
NAS	misc
Systems	O
Retail	O
Packaging	O
0S04012	O

Seagate	company
BarraCuda	model
STBD3000100	model
3TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
Kit	O
Retail	O
Packaging	O

Seagate	company
FireCuda	model
Gaming	O
SSHD	O
1TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST1000DX002	model

WD	company
Red	color
2TB	size
NAS	misc
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD20EFRX	model

WD	company
Red	color
Pro	model
6TB	size
NAS	misc
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
128MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD6002FFWX	model

WD	company
Purple	color
4TB	size
Surveillance	model
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD40PURX	model

Seagate	company
Archive	model
HDD	model
v2	model
ST8000AS0002	model
8TB	size
5900	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
Bare	O
Drive	O

WD	company
Black	color
2TB	size
Performance	model
Desktop	O
Hard	O
Disk	O
Drive	O
-	O
7200	speed
RPM	speed
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD2003FZEX	model

HGST	company
Deskstar	model
NAS	misc
3.5"	dimension
8TB	size
7200	speed
RPM	speed
128MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
High-Performance	O
Hard	O
Drive	O
for	O
Desktop	O
NAS	misc
Systems	O
Retail	O
Packaging	O
0S04012	O

Seagate	company
FireCuda	model
Gaming	O
SSHD	O
1TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST1000DX002	model

WD	company
Red	color
6TB	size
NAS	misc
Hard	O
Disk	O
Drive	O
-	O
5400	speed
RPM	speed
Class	O
SATA	misc
6Gb/s	rate
64MB	misc
Cache	misc
3.5	dimension
Inch	dimension
-	O
WD60EFRX	model

Seagate	company
IronWolf	model
4TB	size
NAS	misc
Hard	O
Drive	O
5900	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
ST4000VN008	model

Refurbished:	misc
WD	company
Elements	model
1.5TB	size
USB	O
3.0	O
External	type
Hard	O
Drive	O
WDBU6Y0015BBK	model
Black	color

Refurbished:	misc
Hitachi	company
Ultrastar	model
7K3000	model
HUA723030ALA640	O
(0F15328)	O
3TB	size
7200	speed
RPM	speed
64MB	misc
Cache	misc
SATA	misc
III	O
(6.0Gb/s)	rate
3.5"	dimension
Internal	type
Hard	O
Drive	O
(Enterprise	O
Grade)	O

Refurbished:	misc
WD	company
Blue	color
WD10JPVX	model
1TB	size
5400	speed
RPM	speed
8MB	misc
Cache	misc
SATA	misc
6.0Gb/s	rate
2.5"	dimension
Internal	type
Notebook	O
Hard	O
Drive	O
Bare	O
Drive	O

Refurbished:	misc
HGST	company
Ultrastar	model
7K4000	model
HUS724030ALE641	model
(0F17731)	model
3TB	size
64MB	misc
Cache	misc
7200RPM	speed
SATA	misc
III	O
6.0Gb/s	rate
3.5"	dimension
Enterprise	O
Internal	type
Hard	O
Drive	O

Refurbished:	misc
Seagate	company
DB35	model
Series	model
7200.3	model
ST3160215ACE	O
160GB	size
7200	speed
RPM	speed
2MB	misc
Cache	misc
IDE	O
Ultra	O
ATA100	O
/	O
ATA-6	O
3.5"	dimension
Internal	type
Hard	O
Drive	O

Refurbished:	misc
Western	company
Digital	company
Caviar	model
SE	model
WD1600JS	model
160GB	size
7200	speed
RPM	speed
8MB	misc
Cache	misc
SATA	misc
3.0Gb/s	rate
3.5"	dimension
Hard	O
Drive	O

Refurbished:	misc
WD	company
My	model
Book	model
2TB	size
USB	O
3.0	O
3.5"	dimension
Hard	O
Drives	O
-	O
Desktop	O
External	type
WDBFJK0020HBK	model
Black	O

Refurbished:	misc
HGST/Hitachi	company
0F12470	model
Ultrastar	model
7K3000,	model
2TB,	size
64MB,	O
7200RPM,	speed
SATA	misc
III,	O
6.0GB/B,	O
